gene,fg,bg,ratio,p,LRT,tested,informative,outliers,p_UT,LRT_UT
AAK1,0.2462127990992335,0.2529442592494265,0.9733875749140638,0.8388084925399303,0.04137879913469078,3,0,0,0.01528459034445462,8.361820250396704
AAMDC,0.3149173234484081,0.3424114180810564,0.9197045040532502,0.7963797620410583,0.06658215049401406,3,0,0,0.8842257580937235,0.2460857329665487
AAMP,0.08092383952068788,0.1271096649389965,0.6366458408927873,0.1347166457344667,2.237292960687228,3,0,0,0.803212958694398,0.4382707926588409
AANAT,1.029744939629657,1.210498716752231,0.8506782579600444,0.3883684041626125,0.7440443392752059,2,0,0,0.7110155799695526,0.1372646764484671
AAR2,0.2673320484949632,0.3564644345789992,0.7499543364282459,0.1232617961579034,2.375377527685487,3,0,0,0.657767572369883,0.8378072870236792
AARD,4.883158629188208,2.619021661916761,1.8644972281803933,9.364996855698582e-05,15.26059450628964,2,0,1,1.716260467077291e-11,45.2703746092302
AARS,0.1546556206609294,0.174637709191951,0.8855797603880697,0.436029452508262,0.6067094626087055,3,0,0,0.6465178827416191,0.8723088405422459
AARS2,0.6486709470430353,0.6563582490122492,0.9882879479601537,0.8866070540033442,0.02033441460662289,3,0,0,0.4620042424459452,1.544362410197209
AASDH,0.8918152327339071,1.00555210314034,0.8868911217516898,0.06733138549932505,3.346907777719025,3,0,1,0.009649377379303714,9.281723772088299
AASDHPPT,0.09658536841624002,0.3657091493485582,0.26410432604239903,3.412426222371145e-06,21.56945954651383,3,2,0,0.5567488457139335,1.171282092125693
AASS,0.5840718548972352,0.4215967091228179,1.3853804886486571,0.0006038659603869734,11.76402218944713,3,0,1,0.01887730836230717,7.939589388071909
AATF,0.5691054954980604,0.5950543360013661,0.9563924856380743,0.702704875435745,0.1456733056147641,3,0,0,0.4428260873120843,1.62915633076409
AATK-AS1,1.727319740549284,3.61684777171223,0.4775760135825578,0.00169114841658391,9.857782301900443,1,0,1,1,-0.0001174580829683691
AATK,1.103244831595967,1.378595476550141,0.8002672650259788,0.002782726971940042,8.94472031739133,2,0,1,0.006629422943166929,7.37072422017809
AB209621,4.191865011586829,4.466872605073479,0.9384339743259533,0.6838279174151299,0.1658486412779894,3,0,0,0.2861261431041124,2.502645010932611
AB231702,6.797737803637547,4.401487066483203,1.5444184433487278,0.004722487973312317,7.982760394248544,2,0,1,0.000341983669105983,12.82519059770857
AB231705,2.289618274813648,2.007034975064597,1.1407964002919062,0.2532725459630425,1.305161600979773,3,0,0,0.7846723278525982,0.4849781301527401
AB429224,4.575427060184047,4.18402184158426,1.0935476040563843,0.716389295731399,0.1319786191907042,1,0,0,1,0.0002386158876106492
ABAT,0.3759762650507549,0.2821324148598552,1.3326234252009475,0.06987130490851734,3.286041040011696,3,0,0,0.09769207623040099,4.651869652681853
ABCA1,0.2190611078477557,0.2464986423161934,0.8886909306654821,0.17890438628168,1.806701806359342,3,0,0,0.8604069052825897,0.3006997118936852
ABCA10,3.892505716633916,2.249873532257809,1.7300997859767173,0,134.5890624088352,3,3,0,0,1504.991263726712
ABCA12,0.3976329084646984,0.4363953400702124,0.911175881027333,0.1293397066096004,2.300411768606864,3,0,0,0.02650555643929553,7.260801782133058
ABCA13,2.034816859370144,1.748870804159457,1.16350324708412,6.00085547919349e-09,33.83439325215295,3,0,1,0,398.7441248138784
ABCA2,0.3681284312804591,0.3295514058265537,1.1170592046395604,0.238216625148633,1.391116588383738,2,0,0,0.1089925908403343,2.568767927063163
ABCA3,0.4246617056659794,0.5871762639501783,0.7232269622227301,0.0004088229070531302,12.49143103387905,2,0,1,0.006997065746395803,7.273722048121272
ABCA4,1.034714395482824,0.5538162977674405,1.8683350411571367,0,160.4800640642206,3,2,0,0,83.36230441652879
ABCA5,0.4000254405683871,0.3874213155948986,1.0325333802404095,0.6839000937029913,0.1657686038888642,3,0,1,1.869266971010752e-05,21.77475821023836
ABCA6,1.479796600750459,1.493692501538467,0.990696946812215,0.8461730617488551,0.03763739747228101,3,0,1,3.542684266055751e-06,25.10125170191168
ABCA7,1.087397233552766,1.333181637089891,0.8156407223897633,2.248556149964109e-05,17.9662579362921,3,0,1,5.048922734340877e-07,28.99784150080814
ABCA8,2.292051213337504,1.711168697555128,1.3394653704291841,4.277800336183191e-12,47.99284960533259,3,3,0,0,142.9977162209543
ABCA9,0.9221690798722617,1.195118751147019,0.771612928830049,7.816577332064867e-07,24.40253492702323,3,3,0,0,85.35894807839941
ABCB1,0.6908133346622377,0.6659027341324948,1.0374087674563992,0.6174018463617077,0.249536194918619,3,0,0,0.005547665807504321,10.38875602993357
ABCB10,0.8127071817227915,0.9581834857286435,0.8481748995128782,0.1019310357448708,2.675067009538907,3,0,0,0.4587162722114819,1.558646806639445
ABCB11,0.5905676130733821,0.5957863246824855,0.9912406320976156,0.9095719804641802,0.01290006165072555,3,0,0,0.1960208341881795,3.259068656618183
ABCB4,0.4261643672767364,0.4479496558819895,0.9513666584644228,0.551126123403733,0.3553036229350255,3,3,0,0,76.86559595121798
ABCB5,0.6377115853382308,0.6874191229848448,0.9276896205174237,0.2838154552926331,1.148728605403448,3,0,1,0.0001357239454834458,17.80977509552758
ABCB6,0.5457864668845404,0.5405283801727968,1.009727679257216,0.925404645668866,0.008766207301960094,3,0,0,0.06035493866624064,5.615025002196489
ABCB7,0.3901917747705402,0.3830394716188454,1.0186724963917346,0.8747955021682804,0.02482836191848037,3,0,0,0.006152718492325127,10.1817225272207
ABCB8,0.749828588813448,0.769859403654373,0.9739812039109446,0.7919537995975929,0.06957690835770336,3,0,0,0.06578460952989262,5.442738731566351
ABCB9,0.7129017894305333,0.3371456514972504,2.1145216800648767,1,-12.58340418575972,3,3,0,0,153.7176486095377
ABCC1,0.4884049726358099,0.4607480127497476,1.0600262163281082,0.4487109971710169,0.5739058488761657,3,0,0,0.8937176550578374,0.2247307515353896
ABCC10,0.731490957858376,0.6767465476568592,1.080893519724721,0.2486934993603044,1.330628153940779,3,0,0,0.7489302634294857,0.5782188120356295
ABCC11,1.546330083718387,1.617746888163175,0.9558541543381511,0.3695380178550733,0.8052173952601152,3,0,1,4.035947789304828e-06,24.84053878372652
ABCC12,0.5473600674226304,0.7671734099749407,0.7134763279145842,1.608596730595657e-06,23.01359695004066,3,0,1,1.06302604198083e-05,22.90361173477868
ABCC13,1.644165313635041,1.209734937202287,1.3591120360939946,0.003112648844426968,8.740232178370206,3,0,1,0.03864122391659897,6.506871190662423
ABCC2,0.7533479562868501,0.8709071403288571,0.8650152483563102,0.01590362501089015,5.813498532050289,3,0,0,0.1553270037313548,3.724445365165593
ABCC3,1.195300396376883,0.8998415660645853,1.328345390405194,1.108776929159561e-07,28.17411235970212,3,2,0,9.077278535829514e-06,23.21947226209159
ABCC4,0.3936167770263314,0.5546393938487414,0.7096805264677551,5.801440113994971e-05,16.16638958863768,3,0,1,0.002745528583142143,11.79556332089123
ABCC5,0.1828651170132213,0.2245436365615305,0.8143856571197543,0.0857394330953366,2.952601571967534,3,0,0,0.9375220062622656,0.1290300961263711
ABCC6,0.9977871778006596,1.088430808736878,0.9167208147650561,0.1268865311809027,2.330188256120891,3,0,0,0.1896413682863263,3.325241051148623
ABCC6P1,1.291068722362618,1.441092287063743,0.8958959352930815,0.3184955470920674,0.9951145146696945,3,0,0,0.5767320545313845,1.100754994375166
ABCC6P2,1.810350627753725,2.038623135810995,0.8880261368335447,0.5318673084582837,0.3908226315261345,3,0,0,0.01961058391958559,7.863371725291472
ABCC8,0.2088031260088109,0.194664684316951,1.0726297209042799,1,-65.86149957430098,3,0,0,3.108624468950438e-15,66.84038605008027
ABCC9,0.1838405341962155,0.101677247179572,1.8080793815310034,1.259455332169868e-05,19.07097982066989,3,0,1,0.07917334399094345,5.072231205271237
ABCD1,0.5317888220171729,0.3997827894613961,1.3301943856403142,0.01657756554806322,5.74055372231669,3,0,0,0.4038282704673948,1.81353112882789
ABCD2,0.2053719175014502,0.301524634609125,0.6811115707599802,0.04691567203699232,3.948410176129983,2,0,0,0.2636634122166539,1.24941932438378
ABCD3,0.1757923834989488,0.1797782186119444,0.9778291544783903,0.9105546368516456,0.01262004614000034,3,0,0,0.002927523530246057,11.66719684983582
ABCD4,0.4135099394936064,0.4951262723548718,0.8351605692966168,0.1836671109125052,1.767698932246276,3,0,0,0.4098957143929006,1.78370501340396
ABCE1,0.01599397632488791,0.03357958882516481,0.47630054102693165,0.1964217481127436,1.66878205154535,3,0,0,0.218977565897029,3.03757198610765
ABCF1,0.2485617671519491,0.2382084316108485,1.0434633462429845,0.7608230085511454,0.09265948727988871,3,1,0,3.349026833632252e-09,39.02919206349543
ABCF2,0.07553878140868844,0.09788199536572069,0.7717331581405719,0.364705594116825,0.8216246162610332,3,0,0,0.09893471670212728,4.626590147337083
ABCF3,0.1641276308648994,0.1464121031758189,1.120997699676555,0.5381070552403694,0.3790594087040517,3,0,1,0.001566156918561323,12.91826096612385
ABCG1,0.198591648217739,0.1780577728818918,1.115321420702412,0.63640418932176,0.223475814307676,2,0,0,0.01235771480717418,6.258810523149805
ABCG2,0.6394373583994002,0.9008636051474442,0.7098048525278625,0.0002826246619450634,13.1821742082102,3,0,0,0.4415173744794774,1.635075812704599
ABCG4,0.1832949615139122,0.2042393258640539,0.8974518533023227,0.557613253228163,0.3438535980021697,3,0,0,0.414421729758351,1.761742305325242
ABCG5,0.8936554714244413,0.9326877215283719,0.9581507838014964,0.6352874061051701,0.2249586080433801,3,0,2,3.171796252354753e-05,20.71725479298766
ABCG8,0.8315511001197815,0.997481912498373,0.8336503045323519,0.04714680065596444,3.940141891063831,3,0,0,0.005447680012170886,10.42513089365821
ABHD1,0.9914276377514106,1.146634258409347,0.8646415633235618,0.1757536897769348,1.833169063214882,3,0,0,0.00394179219625046,11.07223957400493
ABHD10,0.8633749122279112,0.9811144720743095,0.8799940647114615,0.3272287445166122,0.9598338430532749,3,0,0,0.01498539822495959,8.401358007426097
ABHD11,1.30926035457716,1.369435910011567,0.95605814409095,0.6847568170375284,0.1648202893811685,3,0,0,0.0002799595861143755,16.36173060114015
ABHD12,0.3316181573544224,0.448272122360108,0.7397697532661319,0.1321299315279882,2.267299852012002,3,0,0,0.5009468059513691,1.382510718456615
ABHD12B,0.9729697027886096,1.058919299178936,0.9188327227042042,0.4857203399065696,0.4859926907229237,3,0,0,0.4638852872134358,1.536235966188542
ABHD13,0.2831179334619164,0.1477182797071122,1.9166073015693608,0.01899637117296937,5.50184956000794,2,0,1,0.0001340663165974032,14.58374094804367
ABHD14A,0.6718443496159076,1.083805958767621,0.6198935742887512,0.0015788861594912,9.984206071108929,3,0,0,0.02604780651836802,7.295643434259546
ABHD14B,0.6843380421040365,0.6513293712371638,1.0506789227149,0.7885302248434185,0.07194179851649096,3,0,0,0.9725716404146847,0.05562307993022841
ABHD15,0.618589946639095,0.7333251943679473,0.843541107533142,0.2014453521289729,1.63186452746595,3,0,0,0.03273517170284757,6.838610383834748
ABHD16A,0.1544719981519868,0.2315767336378324,0.6670445503112101,0.04335574509341278,4.081476987925271,3,0,0,0.9020584043271619,0.2061520224033302
ABHD16B,0.9259852948514227,0.7768037966797863,1.1920452742497756,0.2062334698259394,1.597671751715097,2,1,1,1.022328969368935e-06,23.88561394916542
ABHD17A,0.04317534050170805,0.2704188256194511,0.15966100142179773,3.697021450088656e-06,21.41585078475782,3,0,1,0.3899416141378412,1.883516516646523
ABHD17B,0.1173792820332566,0.07442691586320602,1.577107967888868,0.3780803647338227,0.7769343588165611,3,0,0,0.7162269270441524,0.6675164500047686
ABHD17C,6.126336455036366e-22,0.1918731083128289,3.1929104129839915e-21,0.02008620904288883,5.404386346878709,2,0,0,0.9161431597690425,0.0110866576569606
ABHD2,0.1995809587855274,0.1000557075050434,1.9946983911484242,0.004454730719570255,8.088488178195803,3,0,1,0.04974373567942703,6.001741478698023
ABHD3,0.2410884604900861,0.2556787675693977,0.9429350070089357,0.7697735191009739,0.08565640559390886,3,0,0,0.03912799112461385,6.481834365253235
ABHD4,0.09030727257190053,0.1596300379735816,0.5657285666175571,0.07025873757818846,3.276965108369041,3,0,0,0.06854901599238716,5.360412455451296
ABHD5,0.3266831865118882,0.320390555983517,1.019640499418138,0.9227732485406739,0.009397557552802027,3,0,0,0.556876549856445,1.17082339517583
ABHD6,0.236091396936881,0.3792350156076863,0.6225464084812107,0.01988315983216582,5.422123821921559,3,0,0,0.08922348866997487,4.833221896431496
ABHD8,0.3580057017639329,0.3041149394466515,1.1772052448831933,0.3879557240284168,0.7453397264780506,3,0,0,0.1725260311146791,3.514414297267649
ABI1,0.06500742285600646,0.08896258240057177,0.7307276958676578,0.3507197915886705,0.8708511158702095,3,0,0,0.08604213325258303,4.905836362422633
ABI2,0.03299911472829817,0.04306013042813109,0.766349623194358,0.5470908185694805,0.3625547253504919,3,0,0,0.7401314619089016,0.6018549146310761
ABI3,0.9436351854799159,0.7097980170539173,1.3294418451555576,0.03368382305894702,4.510681207713787,3,0,1,0.0004080130856275455,15.60842262301958
ABI3BP,0.7629425579909423,0.71371056383689,1.0689803355149774,0.376796139610458,0.7811287845033803,3,0,0,0.1008244101164308,4.588749577720591
ABL1,0.4356562411031468,0.4056623939870781,1.0739379532356261,0.5624208493782145,0.3355299586437468,2,0,0,0.002315046994558423,9.28130292331116
ABL2,0.1841725158286168,0.2429133852238029,0.7581818336561961,0.03889205536588747,4.265576279613015,3,0,0,0.4608988770570427,1.54915323122259
ABLIM1,0.5561221402456725,0.4276959658258815,1.3002744582165977,0.02301383257863587,5.167460712022148,3,0,0,0.3284129033755345,2.226967220853112
ABLIM2,0.4835863101949358,0.4648046954894208,1.0404075408182758,0.7878278996845003,0.07243217786162859,2,0,0,0.09771552602327938,2.742438921253779
ABLIM3,0.04284920669739736,0.0942725795701713,0.4545246018806856,0.01207191199775537,6.300276815438338,3,0,0,0.3571560490376547,2.059164960928683
ABP1,1.178279574420602,1.273031869610902,0.925569581208316,0.2986076853294034,1.080401812163473,3,0,0,0.0002731139361838997,16.41124300247611
ABR,0.04220728270215432,0.04394892883517176,0.9603711357892385,1,-6.084372520085708,3,0,0,0.0428932275977133,6.298082660834552
ABRA,1.108355852661802,0.8646074400118335,1.2819180143148345,0.02006462442796553,5.406263053795556,3,0,1,0.0004449349927394541,15.43516474050557
ABRACL,0.04187822012734361,0.2454364031788095,0.17062758248145357,0.042890587000186,4.099709317705901,3,0,0,0.3690890801293966,1.993434508845212
ABT1,0.5726021183182732,0.8454906891476712,0.6772423702211392,0.01470658874296249,5.951281782039587,3,0,0,0.1357614204224539,3.99371239006723
ABTB1,0.2170031867384702,0.3873508475855524,0.5602238593024937,0.001991154293474406,9.55767233393999,3,0,0,0.4977385306421351,1.395360757314847
ABTB2,0.1272815626972716,0.1696767180435724,0.7501415878670291,0.07585372596721807,3.151574761715892,3,0,0,0.9610229944927132,0.07951388524816139
ACAA1,0.5475521821069409,0.5311525238616971,1.0308756101279752,0.8246615463424385,0.0490859181372798,3,0,0,0.0006859215586511036,14.56949456563598
ACAA2,0.2432465960488713,0.5434394654132574,0.4476056884530735,8.897091721027373e-06,19.73470433636612,3,0,1,0.06814413753811577,5.372260295020169
ACACA,0.07082880416208039,0.07863679402381298,0.9007081868143282,0.4785542536523208,0.5021561590838246,3,0,3,2.098717376775028e-05,21.5431981597103
ACACB,0.4366141851769981,0.5083569253223154,0.8588732904546743,0.0159162034413356,5.81210812041536,3,0,0,0.7393757775387357,0.6038979852310149
ACAD10,0.9826175218836583,1.019001880547953,0.9642941201985519,0.6020933815882307,0.2718501293347799,3,0,0,0.001914060814734109,12.51705642574962
ACAD8,0.3997246287296231,0.6024478801402617,0.6635007639773907,0.008917185699436558,6.839338434900128,3,0,0,0.1744701187040242,3.492003582550751
ACAD9,0.6242998467974362,0.7195100414837008,0.8676735706287966,0.1820618830747807,1.78071231154172,3,0,0,0.1261347708989571,4.140808666797966
ACADL,0.3789960051460027,0.6223142962961351,0.6090106034871698,0.002175214418123295,9.395476667450566,3,0,1,0.03131886339820744,6.927069397075684
ACADM,0.4567853795487289,0.4863778051771435,0.9391575328614413,0.6720745557248374,0.1791850237095787,3,0,0,0.8413143771585196,0.3455797506885574
ACADS,0.3745193352997527,0.4110751716462287,0.9110726240164756,0.58749244479616,0.2942773618833598,3,0,0,0.01157655760203491,8.917546244128971
ACADSB,0.6983736231601025,0.868495495893793,0.8041188773712484,0.06543425305263961,3.393994354497408,3,0,0,0.7881810206515648,0.4760549877064477
ACADVL,0.3517173312344103,0.4990715936061714,0.7047432387265029,0.006059635447953737,7.532482412061654,3,0,0,0.2935723385376872,2.45126240269019
ACAN,2.232744471362456,1.611829118083524,1.3852240577569443,0,73.17666197003564,3,3,0,0.06884903674893028,5.35167808906408
ACAP1,0.4401675399194174,0.3520940871565819,1.2501418114518572,0.06848081929333061,3.319063707353052,3,0,1,0.003218792655430014,11.47749788303918
ACAP2,0.1231876500306784,0.1395149007017093,0.8829712769825248,0.5195150285669083,0.4148559928180475,3,0,0,0.5872945843728594,1.064457475375093
ACAP3,0.1784973959563861,0.3375712160044547,0.5287695973285548,0.0007845610315316831,11.2774060733027,2,0,1,0.03852233091742552,4.281808889492822
ACAT1,0.3548883449180574,0.4495663336430387,0.7894015151050949,0.1220479235900175,2.390841394830204,3,0,0,0.7303349923659225,0.6285039128561039
ACAT2,0.452243657699851,0.5945159933318177,0.7606921643358379,0.0619417379283359,3.484615805409703,3,0,0,0.08790510636076843,4.862994766377597
ACBD3,0.4835247932995882,0.3491585522428483,1.3848287266447505,0.02628630781298824,4.937086590720355,3,0,1,0.02138907726528028,7.689749790946735
ACBD4,1.585782465548863,1.562265418972537,1.0150531697691887,0.8900049635630041,0.01912631669256371,3,0,0,0.1397629728549014,3.935614683839958
ACBD5,0.8766883872466691,0.6835724887453087,1.2825097581908582,0.01667867935072265,5.729873991451313,3,0,0,0.1091817353012614,4.429482977717271
ACBD6,0.2728449822082684,0.4779568845947015,0.5708568931685876,0.00705225228853501,7.259612072875825,3,0,0,0.3359628054238074,2.181509646374252
ACBD7,0.5484930167204497,0.6951681581792288,0.7890076814753025,0.3514079564925994,0.8683663965011874,3,0,0,0.2119107944806468,3.103179746843125
ACCS,1.024689672057909,0.977023870790813,1.0487867315140569,0.6404263289263957,0.218185028526932,3,0,0,0.2198379110515416,3.029729543879512
ACCSL,1.838281668352204,2.163886560193261,0.8495277442769568,0.02969386510062733,4.726928620628314,3,0,1,0.0004696754991247998,15.32693705832207
ACD,2.020000705846253,2.013091869352022,1.0034319529075713,1,-0.00115024801925756,3,0,0,0.006386653286790445,10.10708978026378
ACE,0.7107968149768851,0.7443183328829741,0.9549634659994872,0.5058298515378746,0.4426839753286913,3,3,0,0,75.00298270929488
ACE2,1.086634023698454,0.930536393273673,1.1677501616842967,0.04157268996197083,4.152516754162207,3,2,0,2.302828296163462e-06,25.9627449930631
ACER1,0.7848650082873923,1.046838755582563,0.7497477563778359,0.04054488533636358,4.194935927800543,3,0,1,0.009516474678466058,9.309461611390361
ACER2,0.1691277236743701,0.1243285950230024,1.3603284396729431,0.3144339248471808,1.011959232015215,3,0,0,0.3062331800052317,2.366816881891282
ACER3,0.1110038886362292,0.3344660479228917,0.33188387678088094,0.0002436285653490966,13.4605789653242,3,0,0,0.6823111933179176,0.7645388599958096
ACHE,0.5126054111045735,0.5028988632215607,1.0193011927305478,0.8838197079576853,0.02135362744229496,3,0,0,0.0618008084463354,5.567677666000236
ACIN1,0.4029757375596586,0.4401907551126538,0.9154570669175659,0.3038275005710908,1.057318806560943,3,0,0,0.02541779039405523,7.344611881933815
ACLY,0.1783827616813146,0.1050614423931281,1.6978898977402799,0.0006475734429634006,11.63399433926861,3,0,1,0.001681834012715488,12.7757408136531
ACMSD,0.342844191319842,0.3623236374499218,0.9462374404629559,0.7707695935555453,0.08489553400613659,3,0,0,0.1939454817509553,3.28035636219829
ACN9,1.185067944717931,0.7570116944068026,1.5654552676977533,0.03177213056515582,4.610750217738314,3,0,0,0.1012573998429522,4.580178981698737
ACO1,0.1905202047074267,0.2455594285363515,0.7758618996754302,0.07862941650336797,3.093006252711348,3,0,0,2.893154993355296e-08,34.71666628780076
ACO2,0.1435986384005374,0.1250158578098432,1.1486433874569717,0.4761476819488651,0.5076735834518331,3,0,0,0.4489835160269078,1.601538208969941
ACOT11,0.4540322908612973,0.4463490899874398,1.0172134346102817,0.9046719986939338,0.01434284174683853,3,0,0,0.6418941949210948,0.8866635885278811
ACOT12,0.7788201324213443,0.8092592179400885,0.9623864827932085,0.7082966162250885,0.1399843045364833,3,0,0,0.906910016229349,0.195424088229629
ACOT13,0.532311852554996,1.21597625376737,0.43776500643476657,0.0001139337421637299,14.89052607504527,3,2,0,0.000159060655085308,17.49244990003353
ACOT2,1.890449845241991,1.805494302597131,1.0470538968318286,0.5806952601658011,0.3051120041855029,3,0,0,0.05252515655585943,5.892926103420905
ACOT4,2.008202374441248,1.42646606960438,1.407816433375249,4.976576320836479e-05,16.45701225259108,3,2,0,0,135.7754270744117
ACOT6,1.13022943801899,1.26227128959899,0.8953934446041719,0.4318619574753225,0.6178108378735487,3,0,0,0.3565159729697807,2.062752470146734
ACOT7,0.3538254177693851,0.3349457447534005,1.0563663617517651,0.8155338342616301,0.05442565966768598,2,0,0,0.5630072603694046,0.3345239957652666
ACOT8,0.6579306938238819,0.7242468999252666,0.9084342561794497,0.5196667733790359,0.4145546050094708,3,0,0,0.7028563322154993,0.7052055437634408
ACOT9,0.6212360149462044,0.6773835610119181,0.91711114751318,0.4799994522608685,0.498864554832835,3,0,0,2.12482557241378e-05,21.51847149917376
ACOX1,0.3948853263468176,0.3924757190324049,1.00613950671994,0.9639288042267258,0.002045205677859485,3,0,0,0.504879474066058,1.366871086713218
ACOX2,1.254912930696842,1.171243955661675,1.0714359930147086,0.3658186930905528,0.817818722112861,3,0,0,0.01089981062458367,9.038019727682695
ACOX3,1.122159033098378,1.123050929895625,0.9992058269366911,1,-0.0005685173782694619,1,0,0,1,0.0007744750764686614
ACOXL,0.9648146014057706,1.096327937254922,0.8800419734094841,0.3246889863810887,0.969964685755258,2,2,0,2.664535259100376e-14,57.96908741292282
ACP1,0.1811074723606422,0.387865200310915,0.4669340590892542,0.06350124846512428,3.443494519285196,2,0,0,0.6091123509701444,0.2614695445236066
ACP2,0.3642641090766048,0.448495986988406,0.8121903420420601,0.1997737755411716,1.644027485999686,3,0,0,0.1523513048431046,3.763132417050656
ACP5,0.7145443497751305,0.5484971489310873,1.3027312013702104,0.1251612591843136,2.351515713944536,2,0,0,0.1736611425870601,1.851051548866963
ACP6,1.194821608918857,1.007278541764159,1.1861878908154173,0.1101738983249413,2.55172511290948,3,2,0,3.410689508598352e-10,43.59787282955222
ACPL2,0.4643814640555101,0.4849647995992901,0.9575570524689888,0.7541499384254025,0.09807674410149048,3,0,0,0.3313379396758546,2.20923291708641
ACPP,1.077449538221037,1.031908313737823,1.044133014413124,0.6859597427209916,0.163494104759593,3,0,1,9.991655282148848e-06,23.02752057035468
ACPT,0.7967533597963361,0.951890057523054,0.837022462309981,0.1571212818363861,2.001715601531032,3,0,0,0.09909670518853408,4.6233181711832
ACR,1.137230677159376,1.830859022291939,0.6211459557032127,0.0001840672174195923,13.98712023832559,2,0,1,0.009994842215065525,6.635815641166118
ACRBP,0.8737440294673231,1.07071518727867,0.8160377660169659,0.03171064283022873,4.614072333377408,3,2,0,2.55351295663786e-15,67.19570005054993
ACRV1,1.508837412920536,2.03202790388749,0.7425279003472177,0.008231848999870284,6.982327341458586,3,0,1,0.06823728725577882,5.369528259267099
ACSBG1,0.5468190693801767,0.7209875389256608,0.7584306799462699,0.02798243630305675,4.829149193043122,2,0,0,0.1595435665076282,1.978546948550502
ACSBG2,1.479595152762025,1.447744687515695,1.022000056723389,0.7824601300935913,0.07623921277263435,2,0,0,0.03791862079436037,4.308668889832916
ACSF2,0.7614964640908006,0.9199894015701922,0.8277230833215212,0.04937475053282869,3.862566357092874,3,0,0,0.4463925720316186,1.61311301540627
ACSF3,1.54684451581155,0.8908780481465317,1.736314548360187,5.057333932745323e-07,25.24183019765769,2,0,1,0.1856072915340539,1.75214509251964
ACSL1,0.4112116512273796,0.5221204210301438,0.7875800958255165,0.0434407865250872,4.078165959032049,3,0,0,0.5992649354087574,1.024102964882331
ACSL3,0.2509095096419803,0.2670574410537772,0.9395338645196363,0.6672149465360209,0.1848771771437896,3,0,0,0.898688723627127,0.2136371036358469
ACSL4,0.1388839837751289,0.1648516800746243,0.8424784249226913,0.3731841968822007,0.7930342905710859,3,0,0,0.04690501699777694,6.119261274137898
ACSL5,0.919910923350658,0.9430551048410559,0.9754582936123349,0.7684023417403008,0.08670983868796611,3,0,0,0.6693588450676404,0.8028699447968393
ACSL6,0.229201423106667,0.2724152292717341,0.841367876970045,0.251929243169972,1.312573467850598,3,0,0,0.1139902270077956,4.34328512463253
ACSM1,1.160365876229459,1.65077363789431,0.7029224659230662,1.731323574849508e-05,18.46413015899452,3,0,1,0.4028880844225353,1.818192923346942
ACSM2A,0.913253359855634,1.303976020361076,0.700360547736722,0.0001871992480144691,13.95539908808132,3,0,1,0.2722665071968353,2.601947772745916
ACSM2B,0.9906288585842641,1.416509831150979,0.6993448522551607,7.580784063865309e-05,15.66007026810257,3,1,1,0.006159936358091089,10.17937766604155
