gene,fg,bg,ratio,p,LRT,tested,informative,outliers,p_UT,LRT_UT
AANAT,2.404766671341048,1.172367816861509,2.0512049518543902,3.723778102604491e-05,17.00722854427477,5,0,1,0.0192212707607472,11.76083405083591
AAR2,0.08825702818549377,0.3578320400657735,0.24664372751325217,0.0003465113699986366,12.80058290208945,5,0,0,0.4581669886460282,3.631500660943857
AARD,3.006836997046892,2.69829743523523,1.1143460160405796,0.4762621171181916,0.5074101950103795,4,0,0,0.2108030713307135,4.516727560570871
AARS,0.3320273629449309,0.1699360698569962,1.953836894217555,0.0002767689522029659,13.22141256488248,5,0,0,0.1005958273154756,7.764501708912576
AARS2,0.6384752184383735,0.6552395443379857,0.9744149661837797,0.8378414551476663,0.04188378732214915,5,0,1,0.003246940937428389,15.83625607911381
AASDH,0.6517261227109019,1.008147826021488,0.6464588881601286,4.344479507023546e-05,16.71462483713549,5,0,1,0.2354443737040003,5.549132020016259
AASDHPPT,0.1281977044124705,0.3551528212023404,0.36096490513145246,0.01446466383219369,5.980528901194702,5,0,0,0.5722786244574269,2.914237412627699
AASS,0.3117858952388901,0.4322204402968365,0.7213585156332833,0.05713344620227423,3.618701597879408,5,0,0,0.1895231620543886,6.13174471342063
AATF,0.4903475679902956,0.5971019867406957,0.8212124207907543,0.2800235021599196,1.166975812160672,5,0,0,0.5364824664379424,3.128950583701226
AATK-AS1,1.78377799266778,3.604858398044397,0.4948260918197129,0.003458501162610483,8.548273366952344,3,0,0,0.3005668065189279,2.404170463456467
AATK,1.194167636629085,1.372555940583967,0.8700320339009389,0.09499455577849503,2.78763119938958,5,0,0,0.02067873011747812,11.58961700554937
AB209621,2.617293347280046,4.547948245941969,0.5754888151190809,0.01344579519770905,6.109489603871225,5,0,0,0.07947784868120045,8.352767187437166
AB231702,1.827062629023784,4.749456183550548,0.38468880613146905,3.606803449573981e-06,21.46322214477004,3,0,1,0.953272581913905,0.09570878225895285
AB231705,2.180649623410765,2.019907253139682,1.0795790846442233,0.655444986527641,0.1991040728389635,5,0,0,0.1176028233504487,7.369512175595446
AB429224,3.508935502934002,4.237802877975532,0.8280081929177127,0.3587708145818211,0.8421912809635614,4,0,0,0.7520563404498946,1.203953147892207
ABAT,0.1023209327710527,0.2892946070688016,0.35369111718946833,1,-15.05341414672876,5,0,0,3.581289996457127e-05,25.73338421745575
ABCA1,0.251106446023137,0.2429754970771798,1.033464069602765,1,-84.51479693782312,5,0,0,0,107.4519300848115
ABCA10,3.347330516865909,2.286403653959439,1.4640155560761237,1.115707526366805e-11,46.11396048861207,3,0,1,0,177.5660134051577
ABCA12,0.5771813242598984,0.4302434454403958,1.341522643463162,0.0003340760457789527,12.86896654857264,5,0,2,0.0278574431882066,10.88753730374447
ABCA13,1.44650886760294,1.772012444904455,0.8163085263664355,2.884073935227605e-08,30.78399089857703,5,2,0,0,85.47162978007691
ABCA2,0.3470213354628275,0.3295474407979225,1.0530239124982916,1,-66.00278221574263,5,0,0,6.661338147750939e-16,77.26639338449604
ABCA3,0.4922868490192404,0.5841607892227718,0.8427249108489975,0.1053528941576837,2.62258187950647,5,0,0,0.02174453658755104,11.47166888643551
ABCA4,0.6292675325532812,0.5785056982363681,1.087746472457688,0.3294865454803917,0.9509148263314273,5,0,1,2.28118106329056e-05,26.70426109481195
ABCA5,0.3813178681468277,0.3880837918195718,0.9825658174462238,0.8813093211441216,0.02229336397431325,5,0,0,0.1808163852527893,6.256174824484333
ABCA6,1.123378681404418,1.502218382709591,0.7478131637413131,0.0001823122967443691,14.00513256792328,3,0,1,0.0154533402034176,8.339860209322069
ABCA7,1.949846964373041,1.296296895721698,1.5041669626829481,3.708144902248023e-14,57.31548218434909,5,1,1,0,378.398145670144
ABCA8,1.092895789230493,1.764227118598718,0.619475677314468,4.074377502050197e-10,39.07689342142839,2,2,0,0.9526097908492451,0.003531899215886369
ABCA9,0.9409158045547089,1.183394096743861,0.7950992886846933,0.005446632925203532,7.724835266315495,3,0,1,1.55881170971206e-06,26.743173503055
ABCB1,0.6301523972058135,0.6695480919751474,0.9411607691194851,0.5814700983196319,0.3038640332015348,5,0,0,0.004879153554330662,14.91576471201552
ABCB10,0.9103054442630109,0.9516786655626519,0.9565260599015526,0.7712967016038762,0.08449438168099732,5,0,0,0.9885914866593418,0.318461183233012
ABCB11,0.8329436993244169,0.590472149332077,1.4106401127752017,0.0004792825764426967,12.19459198325058,5,0,1,1.149719011694916e-05,28.17451693549083
ABCB4,0.5454945218534561,0.4440813721136367,1.2283661421264676,0.08745679720942201,2.920573101378977,5,0,0,0.01352929791203539,12.5786121669953
ABCB5,0.4881072020491185,0.688898578691342,0.7085327465420898,0.003487467745907136,8.533091757301008,5,0,0,0.114871968393449,7.429202960047405
ABCB6,0.6828975794191927,0.5362514816770747,1.2734651609418337,0.08299629927999341,3.005228001413343,5,0,0,0.9572444465282055,0.6508879003667971
ABCB7,0.1869735048321572,0.3880813373891412,0.4817894776647635,0.001224360878852027,10.4532162327996,5,0,0,0.4449399125324229,3.72196079110654
ABCB8,0.5427609974925139,0.7750644558022727,0.700278529649124,0.0227753527601432,5.185558380235307,5,0,0,0.2150406270220355,5.79436408951733
ABCB9,0.3671765037909496,0.3559696612283219,1.031482577824068,1,-64.09915899005136,5,0,0,1.720845688168993e-14,70.56672645764411
ABCC1,0.5237180234103403,0.4616388127004416,1.1344757178166085,0.2569067646239067,1.285349424819287,5,0,1,0.0001519989911286102,22.60269061075815
ABCC10,0.6436618860446222,0.6807081001090691,0.9455769454506108,0.5892089301567005,0.291581368081097,5,0,0,0.00745067426220225,13.95174338301877
ABCC11,2.818531366685991,1.576779026151734,1.7875246435544372,0,99.5809362064465,5,0,1,0,218.0146151283261
ABCC12,1.425984867739317,0.7377661118167649,1.9328413773679556,1.110223024625157e-16,68.351490449837,5,1,1,0,207.4493062162946
ABCC13,1.262218897338142,1.25430522621418,1.006309206848996,0.9963127205608633,2.135674549208488e-05,5,0,0,0.6650868603136222,2.386397405862226
ABCC2,0.8534084708698786,0.8640531809640849,0.9876804919781335,0.8855623218133551,0.02071344776777551,5,0,1,0.005481616242771659,14.65140546254406
ABCC3,0.9933759048337519,0.9149573526935324,1.0857073304120286,0.3144399116714077,1.011934193607885,5,0,0,0.03815977822043815,10.13840010782587
ABCC4,0.9250590678821146,0.5366153349608026,1.7238774362452502,1.549583228399598e-08,31.99012467977445,5,0,1,0,93.30804063114192
ABCC5,0.3010820834733839,0.2205639060949401,1.3650560003402612,0.0430288657222313,4.094267710454005,5,0,1,0.02478757328832748,11.16341391219976
ABCC6,0.8217509279201172,1.088661594058975,0.7548267821741503,0.001346240949132271,10.27802333410364,5,0,1,0.002797700702017014,16.17130814194388
ABCC6P1,0.9585466184553886,1.452397979443863,0.6599751803719978,0.005853241899194339,7.594937671685329,3,0,0,0.3141960842064336,2.315476031733851
ABCC6P2,1.585725296631461,2.044891307585969,0.7754570087656337,0.300481778489608,1.072054789306094,3,0,0,0.543707154307189,1.218688992633361
ABCC8,0.30166361200564,0.1946525892523241,1.5497539137000627,0.004020603212949725,8.274486491944117,5,0,0,0.7260728389741433,2.052664797945909
ABCC9,0.09664599954349624,0.1065636980078155,0.9069317351994309,0.7140671860915995,0.1342484037522809,5,0,0,0.1294507964515426,7.124552107950876
ABCD1,0.4861410453200632,0.404774249673921,1.2010177171885066,0.2987796087896426,1.079633277786343,5,0,1,5.280355401771075e-05,24.89548674318212
ABCD2,0.2092569321144414,0.3002714422424063,0.6968925534567162,0.115740521148096,2.47403416132147,5,0,0,0.05323839946580655,9.335542649361741
ABCD3,0.1345947300711111,0.1802906535979075,0.74654302585918,0.345761367175541,0.8889523571706377,5,0,0,0.09316510377784226,7.957026757238054
ABCD4,0.3890203691742948,0.4929118197251383,0.7892291351244602,0.2221670596609832,1.490318433938228,5,0,0,0.9349883863198063,0.8255638695372909
ABCE1,0.04322707584762612,0.03207619304208986,1.3476373518174132,1,-1.136570549518183,5,0,0,0.1958128561027365,6.044998646986642
ABCF1,0.259820812507376,0.2382042522204295,1.090748003385527,0.6826524298375098,0.1671553301639506,5,0,0,0.2280743877104455,5.635485597034858
ABCF2,0.02814005001156282,0.09846154564159441,0.28579736208889295,0.02732055032344538,4.870438946497416,5,0,0,0.7187989534488602,2.092235684615844
ABCF3,0.3949224900605088,0.1421299246731619,2.7786019796229526,2.3830593953722e-06,22.25846458369779,5,0,1,0.02554236027982748,11.09264018277463
ABCG1,0.1736918264645871,0.1790269724404974,0.970199205722012,1,-0.00818795186751231,5,0,0,0.1709929477644464,6.403195720993608
ABCG2,0.8341861012737902,0.8830848756293418,0.9446273221238183,0.6689924902509917,0.1827828976020101,5,0,0,0.7123515706828194,2.127338686375879
ABCG4,0.08971943500635653,0.2058480944212851,0.4358526381242,0.01868441059581494,5.530814025794825,5,0,0,0.2664485825089237,5.209711488749235
ABCG5,1.273869601105571,0.9207235560756538,1.3835527425138452,0.005711939343909567,7.639005734956299,5,0,0,0.01344375558428756,12.5933136471067
ABCG8,1.543293405560024,0.9753963665987889,1.5822218109561905,3.364120256277303e-05,17.20013737513364,5,2,0,0.0002581922321495123,21.44678471457155
ABHD1,2.226688104056849,1.110515867088504,2.0050934615591496,1.86776828448032e-08,31.62738722754875,5,2,0,0.003004940062801276,16.01062463573908
ABHD10,0.8648004884605917,0.9778707193470837,0.8843709821253385,0.5276017897110876,0.3990084299184673,5,0,0,0.190901789943106,6.112513467169265
ABHD11,1.470710317698598,1.363477207732406,1.0786467931829467,0.6356108549950399,0.2245285355893429,5,0,0,0.09465302291733446,7.917352585511253
ABHD12,0.3605528631061077,0.4430582933829589,0.8137819977437205,0.4799112696334654,0.4990649359133386,5,0,0,0.950924158245543,0.7032772252587165
ABHD12B,0.6647027910623333,1.065401795781788,0.6238986959605947,0.02223630552994116,5.227199629807728,5,0,0,0.09368005507292165,7.943229271309974
ABHD13,0.2263370488178033,0.1506172786341774,1.5027296394561462,0.260745346180107,1.264795340199271,5,0,0,0.01640777604386212,12.13035627504632
ABHD14A,0.5513135403898796,1.072926476073968,0.513840931959509,0.004937448476510897,7.902208232302655,5,0,0,0.4479323495556773,3.701331120410032
ABHD14B,0.9624766845667952,0.6460594770219984,1.4897648263025522,0.1014301065030397,2.682911890995456,5,0,0,0.1806996440621467,6.257879384280386
ABHD15,0.5216819756241156,0.7307897681432686,0.7138605360465882,0.10895008848404,2.569384890322908,5,0,0,0.06850699137078908,8.719467562857972
ABHD16A,0.232531387729027,0.2271045449015718,1.0238957913845679,0.9326693515878102,0.007138029110137722,5,0,0,0.1653297041655931,6.491453103410095
ABHD16B,0.9965463677409816,0.7774411353716106,1.2818287101114612,0.133135570184722,2.255556700296438,5,0,1,0.0002494722193245869,21.52189500748864
ABHD17A,0.9136133690945825,0.2394110771485773,3.816086456716448,4.898867833613707e-08,29.7563983416494,5,0,1,0.004240277151080551,15.23369148099027
ABHD17B,0,0.07939772333551946,0.0,0.04650940594468844,3.963048381824592,5,0,0,0.9999370490020904,0.0225255805762572
ABHD17C,0.1293887590071112,0.1923861745291324,0.6725470752968181,0.2726277347772255,1.203477547970579,5,0,1,0.0002760095121797645,21.3008344416985
ABHD2,0.08296625361298525,0.1054736340341369,0.7866065711373227,0.6223731254405616,0.2425462107039493,5,0,0,0.5332653859858788,3.148644873831472
ABHD3,0.2955423557771901,0.2513230708420265,1.175945983737237,1,-2.182750611296797,5,0,0,0.2750183971691318,5.121885115369878
ABHD4,0.12782216048921,0.1565758308526494,0.8163594585009807,0.6547714542473815,0.1999373076669144,5,0,0,0.1585927267844707,6.600080403379252
ABHD5,0.4412754558250963,0.3180802249751551,1.3873086761667246,0.2369280546467222,1.398779347442542,5,0,0,0.01600406642992358,12.18837668574452
ABHD6,0.2214078910902481,0.3749773255265108,0.5904567450294927,0.090940434858657,2.857647049570005,5,0,0,0.2347998936633038,5.556588621651827
ABHD8,0.1018503578833992,0.3129647120340927,0.3254371945687735,0.003708274954729363,8.421412989288001,5,0,1,0.06276929937244247,8.934047017299235
ABI1,0.1470000195517625,0.08496249490891669,1.730175411036983,1,-2.417066312163115,5,0,0,0.04467245746633719,9.759891300272102
ABI2,0.05096234866822105,0.04232250002156883,1.2041431541673837,0.7512366678702164,0.1004947941019054,5,0,0,0.1425876688300363,6.876005352456559
ABI3,0.3803781371160866,0.732704214487877,0.5191428267980573,0.009017686442481465,6.819320657748904,5,0,0,0.03668814817063937,10.23250162088698
ABI3BP,0.577465403658246,0.7209686266082436,0.800957742606498,0.06878748054398076,3.31171951678698,5,0,0,0.1284216010758439,7.144991733250208
ABL1,0.2547925844148537,0.4107599958230312,0.6202955180782178,0.004231028616349719,8.181905764275143,5,0,0,0.2780056622168077,5.091816167467186
ABL2,0.1930759438203564,0.2393674652864747,0.8066089666333031,0.2846700917265843,1.144658590441395,5,0,5,0.0001105145828774745,23.29570068264366
ABLIM1,0.3879109898303743,0.436469110480262,0.8887478644331611,0.5363889315226332,0.3822736326583254,5,0,0,0.4608784374013516,3.613183688707068
ABLIM2,0.3887920376885466,0.4679426565875302,0.8308540207123044,0.3436658944511345,0.8967082202216261,5,0,0,0.07656782288515673,8.445134991539817
ABLIM3,0.0900300866920751,0.09129097212327567,0.9861882790611769,1,-0.0007269123780133668,5,0,0,0.7018124138700423,2.184803293910591
ABO,6.662608212951244,1.382459387227138,4.819388022902244,0,71.80089667822176,1,0,1,1,-0.000134439824250876
ABP1,1.120054895306223,1.271179245884334,0.8811148379999102,0.2624028309787818,1.256035613798304,5,0,0,0.05775848755264879,9.137269831669983
ABR,0.05035559687664709,0.04434801527826336,1.1354644973554944,0.7920812393044407,0.06948969358290924,5,0,0,0.4359647353348302,3.784434785892699
ABRA,0.9882843078207246,0.8751617596449164,1.1292590163236862,0.4527800337741328,0.5636831665106001,5,0,0,0.02436375620785747,11.20407374117349
ABRACL,0.1105363055194208,0.2362905964825879,0.46779815686641657,0.3925115467918427,0.7311473302283957,5,0,0,0.8510563388506964,1.360349526328037
ABT1,0.772633603898472,0.8276297841756609,0.9335497811597411,0.7612349871342127,0.0923305534015526,5,0,0,0.00416469503521455,15.27437892656963
ABTB1,0.2832731042898662,0.3800115763952541,0.7454328285915974,0.2641573407172263,1.246837592263546,5,0,0,0.5000398502655697,3.356439610128291
ABTB2,0.1250334265074131,0.1682283115124611,0.7432365300661746,0.2385011981585201,1.38943109173124,5,0,0,0.5354198419575081,3.135447973276314
ACAA1,0.5055775729996708,0.5327499360333675,0.9489960275997201,0.8061443296232453,0.06022268106426054,5,0,0,0.1809747566038457,6.253863993673804
ACAA2,0.5837726348655602,0.5259644846759564,1.1099088472203957,0.7155437974800574,0.1328025274415268,4,0,0,0.6123603709320773,1.8118466522792
ACACA,0.1037508886923084,0.078210903798474,1.3265527394958032,0.1661955863843962,1.916929134160455,5,0,1,2.500030479080095e-06,31.43109374275082
ACACB,0.4216585838689735,0.5064600069695354,0.8325604747984318,0.05403141520020538,3.71172834985191,5,0,1,0.001293726896059999,17.89510989253176
ACAD10,1.144090010757378,1.012068358094458,1.1304473671239883,0.1373564141250431,2.207327807700494,4,0,1,3.683896595008118e-05,23.19135345219547
ACAD8,0.6816233856838079,0.587441076080393,1.160326394319974,0.4516293105099265,0.5665595428545203,5,0,0,0.08904073644385824,8.07018674352912
ACAD9,0.4119335365739525,0.7227475994031926,0.5699549011495934,0.001306125754675147,10.33384861090963,5,0,0,0.05828666397291316,9.115073962748284
ACADL,0.552863379765884,0.6110030008911966,0.9048456046197623,0.6255628057977914,0.2381261361806537,5,0,0,0.2073926805990262,5.891581238629442
ACADM,0.8536753307052856,0.4757276243632106,1.7944623918949003,0.001957782172258393,9.588702770510281,5,0,1,0.001066013653137077,18.32507457966312
ACADS,0.5849714219331126,0.3994943676097432,1.4642795227204746,1,-14.51046039414177,5,0,0,6.379383613919209e-06,29.43438874746971
ACADSB,0.6870677871739702,0.863891937205724,0.7953168186709844,0.2095251902646822,1.574704011192807,5,0,0,0.1627211446889283,6.533029077476385
ACADVL,0.5612841964230135,0.488762622386087,1.148377905173853,0.4113949630667426,0.6747657631131005,5,0,0,0.748894872901679,1.928569891249936
ACAN,1.745126673953621,1.646145312924912,1.0601291758701645,0.3416512180038336,0.9042255090607796,5,0,0,0.07628032677971741,8.454439511348028
ACAP1,0.3360864875248257,0.3575027700887742,0.9400947786820494,0.7581353457471929,0.09482108867814532,5,0,0,0.2098586052666986,5.859894597331731
ACAP2,0.1230147676155526,0.135340459037965,0.9089282575954997,1,-28.39776039441313,5,0,0,5.33489285969857e-07,34.70731124001577
ACAP3,0.3149991543073098,0.3318298329755752,0.9492791877169637,0.7899803600682618,0.07093492713465821,5,0,0,0.01793083670912998,11.92329963207158
ACAT1,0.4680661474942664,0.4427433432736062,1.0571952229330555,0.7984482878547242,0.06520659649322624,5,0,0,0.2235576739993074,5.689620096061844
ACAT2,0.7242045253978239,0.5815421468653738,1.2453173502581512,0.2485809970933259,1.331261064207865,5,0,0,0.01286872164890318,12.69457335138941
ACBD3,0.6443054593056549,0.3484584372864393,1.8490166698877313,0.001184920397351741,10.51371124966499,5,0,1,5.551115123125783e-16,77.53081935705814
ACBD4,1.470328760478975,1.566089796815291,0.9388534191774635,0.6815822995835747,0.1683501092993538,5,0,0,0.1279163032889039,7.155082163728366
ACBD5,0.7579300088326901,0.6926911651027535,1.094181717649393,0.5785922733341629,0.308515974884358,4,0,0,0.02676212738523964,9.198726748527406
ACBD6,0.2658108218700422,0.4704068143851181,0.5650658403354359,0.0776986886269313,3.112393759758561,5,0,0,0.4316402740757321,3.81486690746533
ACBD7,0.5951208510808629,0.6849980030669259,0.8687920963511454,0.7426573898929253,0.1078047352666545,2,0,0,0.027958907626084,4.83059946425692
ACCS,0.8411999710471796,0.9837027463404363,0.8551363449747452,0.3129033051059897,1.018381183035672,5,0,0,0.03494979261849596,10.34845265538752
ACCSL,2.016598730336618,2.146824679117315,0.9393402032092157,0.5093193550339385,0.4354652321417234,5,0,0,0.00994385843227652,13.28965945664095
ACD,1.015312898343959,2.048081674725176,0.4957384809764483,4.427309863164197e-08,29.95262995371013,5,1,0,0.5732888496007102,2.90828669356415
ACE,0.5913852290675237,0.7474628684347696,0.7911901099594666,0.03066044507018451,4.671874519124685,5,0,0,0.1974787141293266,6.022439764397859
ACE2,0.9069551302553882,0.9398099300396506,0.9650410165565326,0.7598308029553155,0.09345431296242168,5,0,0,0.06128908946705414,8.992425382617512
ACER1,0.8391221366532743,1.037758626055812,0.8085908568570599,0.2379954947125994,1.392428009083233,5,0,0,0.3008968990914429,4.870012770201356
ACER2,0.1288846741982862,0.1266934833189116,1.0172952137866393,0.9760184218538022,0.0009036623869178584,5,0,0,0.846195465208593,1.388475911785463
ACER3,0.2987428678785254,0.3195179751112673,0.9349798482369974,0.8444056479796995,0.03851849910188321,5,0,0,0.8039340082736057,1.62698560854551
ACHE,0.3014925966296609,0.5093428328092756,0.5919246864960901,0.02272157420832943,5.189666645066609,5,0,0,0.7139541718903051,2.118610197987437
ACIN1,0.3643801608768312,0.4401600791128997,0.8278355493101609,0.1577293097010595,1.99586193596042,5,0,0,0.005350801254096371,14.70629471877328
ACLY,0.07297056423410736,0.1099192036883961,0.6638563761885284,0.1958066675155258,1.6733781647672,5,0,0,0.2358949320593355,5.543929623632721
ACMSD,0.4100350405035922,0.3598264476575912,1.1395355821475892,0.6272494328712176,0.2358092275189847,5,0,0,0.2953060768303026,4.922845122162471
ACN9,1.684015694162803,0.7584678523307739,2.220286184823547,0.001625093089379748,9.931100898267687,5,0,0,0.835985283210469,1.447006559635156
ACO1,0.2230060787798556,0.2452214168445741,0.9094070234542401,0.6528035140812293,0.2023838482382416,5,0,0,0.2836194450993219,5.036040705603227
ACO2,0.1529234648982995,0.1255455272208721,1.2180717886449386,0.4651832989807194,0.5333943281057145,5,0,0,0.3506215446223789,4.432540465775674
ACOT11,0.4459810791938364,0.4461769663397936,0.9995609653551502,1,-0.0005657731635437813,5,0,0,0.1337071581728638,7.041580037712265
ACOT12,0.6827523183287566,0.8093273127464612,0.8436046919160914,0.4219089800636839,0.6449917260106304,4,0,0,0.001545169385124501,15.34386498889944
ACOT13,1.687657838299679,1.154091854141917,1.462325405246427,0.1045517968530053,2.634700174883619,5,0,1,0.0001597828809725144,22.49394700773701
ACOT2,1.502957901512956,1.823269764062418,0.8243200930202578,0.09669521048595164,2.759222670589224,3,0,0,0.364236420209369,2.019904232045519
ACOT4,3.050384537860513,1.422966159080706,2.1436803105923374,1.998956555837594e-11,44.97177319465845,5,0,1,7.271960811294775e-14,67.60511310087531
ACOT6,1.028874183619588,1.260596173771988,0.8161806334386725,0.3375583564556818,0.9196824802183983,5,0,0,0.5443178129984168,3.08127342131047
ACOT7,0.3847309407774233,0.3347392271316689,1.1493452502538348,0.6251462561937988,0.2387005073360342,5,0,0,0.4938327213423169,3.396219897320407
ACOT8,1.248067233570621,0.708799086024542,1.7608194736405276,0.002180126055459697,9.391341618758815,5,0,1,0.005119579189227119,14.80661706894898
ACOT9,0.4107694185860017,0.6814701152807617,0.6027695263155701,0.01576513697046744,5.828882274789066,5,0,0,0.9930114912627801,0.2463051138838637
ACOX1,0.3530127320828491,0.3934520003237692,0.8972193095786961,0.574208457568056,0.315691526469891,5,0,0,0.2352418154438601,5.551473692823492
ACOX2,1.11376029562522,1.177422877052935,0.9459305720413204,0.6366515262249719,0.2231482274582959,5,0,0,0.00200168784896293,16.92187166686927
ACOX3,1.049636056164166,1.125581588609843,0.9325277410236658,0.573072951641703,0.317567859096016,5,0,0,0.01299590523383076,12.67180244699193
ACOXL,1.638929319132373,1.079677645159568,1.5179802290804605,0.0002622946643111579,13.32211138014827,5,0,1,0.006494767580026872,14.26528914018854
ACP1,0.3796896857543774,0.3803779015896947,0.9981907050003666,1,-0.000540817843102559,5,0,0,0.5381757870450233,3.118612519852832
ACP2,0.5029484465584318,0.4425112331545794,1.1365778061112866,0.5616941375538012,0.3367794019850407,5,0,0,0.09967426917888533,7.787642268565833
ACP5,0.3700778706160526,0.5629637749074007,0.6573742167991625,0.07147032658194696,3.248924793584592,5,0,0,0.2792953019015056,5.078919442499682
ACP6,0.7389666721475273,1.024203815988235,0.7215035333904828,0.04864844687921499,3.887442669623852,5,0,0,0.6224126433426742,2.624933691440674
ACPL2,0.6916273706086185,0.4790995643345196,1.4435984127209651,0.04107611787729515,4.172871888993541,5,0,1,0.01060725656593442,13.14094480052881
ACPP,1.141302722448576,1.029678759081666,1.1084065902908042,0.490728662203321,0.474928195028042,5,0,0,0.08970834894482482,8.05154028485049
ACPT,0.8696253067138688,0.9428030875965936,0.922382752193493,0.6539465017795015,0.2009607122599846,5,0,0,0.05639036253583096,9.195674694798072
ACR,0.8397945227365227,1.823391803982217,0.46056723568815217,2.77470840321925e-05,17.56624020538584,4,0,0,0.9367928573222124,0.41659768901809
ACRBP,0.5393797234383435,1.07248857552001,0.5029235142918126,1.953469389071039e-05,18.23412843253755,5,0,1,0.007442833214906019,13.95415113691342
ACRV1,1.67117476211263,2.012180658587381,0.8305291848326638,0.2482191543043242,1.333299084417376,5,0,0,0.002523644573203421,16.40281527974003
ACSBG1,0.6125951114569976,0.7177465908775462,0.8534977654272295,0.2747813826791728,1.192721010320383,5,0,0,0.005936419424282802,14.47009670656917
ACSBG2,0.7817903799981054,1.467451135174131,0.5327539440727861,7.134199534464258e-07,24.57853539873759,5,2,0,0.0281801155817033,10.86026811586635
ACSF2,0.6592827203062505,0.9174056870056928,0.7186381441105666,0.02736801767548624,4.867443377825111,5,0,0,0.05545222611225087,9.236508874153515
ACSF3,0.2502149622345223,0.9680539265762071,0.25847213193946467,0,134.1302732771146,5,0,1,0,87.99401699955706
ACSL1,1.526764797167474,0.4852251381165827,3.1465080376784718,0.0004422417127271094,12.34469365159748,5,2,0,0,222.4230014992245
ACSL3,0.4523834759521541,0.2620127122581326,1.7265707150364136,0.003487062805612284,8.533303104795777,5,0,0,0.383967025256703,4.16630119369438
ACSL4,0.1416665076508381,0.1637244049063192,0.8652742255004542,0.6209925966045007,0.2444749386468175,5,0,0,0.2694486039085138,5.178696515644333
ACSL5,1.180041346600835,0.9367247033603507,1.2597525637656661,0.04650403498096234,3.96324280511908,5,0,0,0.1423096974588866,6.881042878238077
ACSL6,0.1345543405772558,0.2734049515197706,0.49214302751033323,0.009941897568673808,6.645277789401007,5,0,0,0.3277474812701102,4.627048334208666
ACSM1,2.11793411671989,1.596096307285876,1.3269463171187879,0.00494894405321844,7.898001711677352,5,1,1,2.254899267306598e-09,46.18408423202345
ACSM2A,1.226069977490163,1.281295155688142,0.9568989409248806,0.7451929045795487,0.105614837797475,3,0,0,0.01135284018905225,8.956574658979662
ACSM2B,1.275858172481954,1.390752389277269,0.917387007434859,0.523144800442418,0.4076890273281606,2,0,0,0.003318064016291866,8.62375906646048
ACSM3,0.8868608981354805,0.6160893473085375,1.4395004588374105,0.01041163186240102,6.56307467957231,5,0,1,0.0006938536986047517,19.27529784452054
